url,model,manufacturer,year_first,hull_type,category,country,price,currency,description,title
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-rise-35-fin-keel,Sun Rise 35,Jeanneau,1984,Monohull,Cruising sailboat,France,N/A,EUR,"The <strong>Sun Rise 35</strong> is a 33’7” cruising sailboat designed by <em>Groupe Fauroux</em> (France). She was built between 1984 and 1989 by <em>Jeanneau</em> (France) with 629 hulls completed. The <em>Fin keel</em> version adopts a classical fin configuration, the easiest option to provide a low center of gravity.<br><br>The <strong>Sun Rise 35</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-rise-35-keel-and-centerboard"" title=""Sun Rise 35 Keel and centerboard"">Keel and centerboard</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1374&amp;boat%5B%5D=1374a"" title=""see all the versions compared"">see all the versions compared</a>).",Sun Rise 35 Fin keel
https://www.boat-specs.com/sailing/sailboats/fountaine-pajot/helia-44-evolution,Hélia 44 Evolution,Fountaine Pajot,2016,Catamaran,Cruising catamaran,France,403 000,EUR,The <strong>Hélia 44 Evolution</strong> is a 43’7” cruising catamaran designed by <em>Berret Racoupeau Yachts Design</em> (France). She was built between 2016 and 2019 by <em>Fountaine Pajot</em> (France).,Hélia 44 Evolution
https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-51-1-deep-draft,Océanis 51.1,Bénéteau,2017,Monohull,Offshore cruising sailboat,France,291 000,EUR,"The <strong>Océanis 51.1</strong> is a 49’1” cruising sailboat designed by <em>Berret Racoupeau Yachts Design</em> (France). She is built since 2017 by <em>Bénéteau</em> (France). The <em>Deep draft</em> version offers a deeper L-shaped keel bringing extra performance especially upwind.<br><br>The <strong>Océanis 51.1</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-51-1-shoal-draft"" title=""Océanis 51.1 Shoal draft"">Shoal draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-51-1-performance"" title=""Océanis 51.1 Performance"">Performance</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1726&amp;boat%5B%5D=1726a&amp;boat%5B%5D=1726b"" title=""see all the versions compared"">see all the versions compared</a>).<br><br>Find out more about the <strong>Océanis 51.1</strong> on Boat-Spec's blog: <a href=""https://www.boat-specs.com/blog/post/awards/5-european-yacht-of-the-year-2018"" title=""European Yacht of the Year 2018"">European Yacht of the Year 2018</a>.",Océanis 51.1 Deep draft
https://www.boat-specs.com/sailing/sailboats/elan-yachts/impression-45-shoal-draft,Impression 45,Elan Yachts,2015,Monohull,Offshore cruising sailboat,Slovenia,200 000,EUR,"The <strong>Impression 45</strong> is a 42’8” cruising sailboat designed by <em>Humphreys Yacht Design</em> (United Kingdom). She is built since 2015 by <em>Elan Yachts</em> (Slovenia). The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas.<br><br>The <strong>Impression 45</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/elan-yachts/impression-45-deep-draft"" title=""Impression 45 Deep draft"">Deep draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1065&amp;boat%5B%5D=1065a"" title=""see all the versions compared"">see all the versions compared</a>).",Impression 45 Shoal draft
https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-45-shoal-draft,Océanis 45,Bénéteau,2011,Monohull,Cruising sailboat,France,213 000,EUR,"The <strong>Océanis 45</strong> is a 44’4” cruising sailboat designed by <em>Finot Conq Architectes</em> (France). She was built between 2011 and 2018 by <em>Bénéteau</em> (France). The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2012 - European Yacht of the Year: Family Cruiser</em>"".<br><br>The <strong>Océanis 45</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-45-deep-draft"" title=""Océanis 45 Deep draft"">Deep draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1102&amp;boat%5B%5D=1102a"" title=""see all the versions compared"">see all the versions compared</a>).",Océanis 45 Shoal draft
https://www.boat-specs.com/sailing/sailboats/hh-catamarans/hh-66,HH 66,HH Catamarans,2016,Catamaran,Offshore fast cruising catamaran,China,N/A,EUR,"The <strong>HH 66</strong> is a 65’11” fast cruising catamaran designed by <em>Morrelli &amp; Melvin</em> (United States). She is built since 2016 by <em>HH Catamarans</em> (China). She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2018 - SAIL magazine - Best Large Multihull 51ft and Above</em>"", ""<em>2018 - Sailing World - Boat of the Year: Overall Winner</em>"" and ""<em>2018 - Sailing World - Boat of the Year: Best Multihull</em>"".",HH 66
https://www.boat-specs.com/sailing/sailboats/beneteau/sense-51-shoal-draft,Sense 51,Bénéteau,2016,Monohull,Cruising sailboat,France,306 000,EUR,"The <strong>Sense 51</strong> is a 49’1” cruising sailboat designed by <em>Berret Racoupeau Yachts Design</em> (France). She was built between 2016 and 2018 by <em>Bénéteau</em> (France). The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas.<br><br>The <strong>Sense 51</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/sense-51-deep-draft"" title=""Sense 51 Deep draft"">Deep draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1557&amp;boat%5B%5D=1557a"" title=""see all the versions compared"">see all the versions compared</a>).",Sense 51 Shoal draft
https://www.boat-specs.com/sailing/sailboats/j-boats/j-121,J/121,J/Boats,2017,Monohull,Offshore cruiser-racer sailboat,United States,N/A,EUR,"The <strong>J/121</strong> is a 40’ cruiser-racer sailboat designed by <em>Alan Johnstone</em> (United States). She was built since 2017 (and now discontinued) by <em>J/Boats</em> (United States). She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2018 - Sailing World - Boat of the Year: Best Crossover</em>"" and ""<em>2018 - SAIL magazine - Best Performance Boat 30 to 40ft</em>"".",J/121
https://www.boat-specs.com/sailing/sailboats/beneteau/first-32-shoal-draft,First 32,Bénéteau,1980,Monohull,Cruiser-racer sailboat,France,N/A,EUR,"The <strong>First 32</strong> is a 31’6” cruiser-racer sailboat designed by <em>Jean Berret</em> (France). She was built between 1980 and 1984 by <em>Bénéteau</em> (France). The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas.<br><br>The <strong>First 32</strong> has also been marketed as <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/beneteau-r-c-32-shoal-draft"" title=""Bénéteau R/C 32"">Bénéteau R/C 32</a> and she is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/first-32-deep-draft"" title=""First 32 Deep draft"">Deep draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=55a&amp;boat%5B%5D=55"" title=""see all the versions compared"">see all the versions compared</a>).",First 32 Shoal draft
https://www.boat-specs.com/sailing/sailboats/italia-yachts/italia-9-98-fuoriserie,Italia 9.98,Italia Yachts,2015,Monohull,Racer-cruiser sailboat,Italy,139 000,EUR,"The <strong>Italia 9.98</strong> is a 32’8” racer-cruiser sailboat designed by <em>Matteo Polli Yacht Design</em> (Italy). She is built since 2015 by <em>Italia Yachts</em> (Italy). The <em>Fuoriserie</em> version is proposed with simpler and more race-oriented equipment to display a lighter displacement.<br><br>The <strong>Italia 9.98</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/italia-yachts/italia-9-98-club"" title=""Italia 9.98 Club"">Club</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1667&amp;boat%5B%5D=1667a"" title=""see all the versions compared"">see all the versions compared</a>).",Italia 9.98 Fuoriserie
https://www.boat-specs.com/sailing/sailboats/westerly/longbow-sloop,Longbow,Westerly,1971,Monohull,Cruising sailboat,United Kingdom,N/A,EUR,"The <strong>Longbow</strong> is a 31’2” cruising sailboat designed by <em>John Laurent Giles</em> (United Kingdom). She was built between 1971 and 1980 by <em>Westerly</em> (United Kingdom) with 265 hulls completed. The <em>Sloop</em> version is offered with a classic masthead Marconi sloop rig.<br><br>The <strong>Longbow</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/westerly/longbow-ketch"" title=""Longbow Ketch"">Ketch</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1577&amp;boat%5B%5D=1577a"" title=""see all the versions compared"">see all the versions compared</a>).",Longbow Sloop
https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-yachts-62-deep-draft,Oceanis Yachts 62,Bénéteau,2016,Monohull,Offshore cruising sailboat,France,760 000,EUR,"The <strong>Oceanis Yachts 62</strong> is a 59’6” cruising sailboat designed by <em>Berret Racoupeau Yachts Design</em> (France). She is built since 2016 by <em>Bénéteau</em> (France). The <em>Deep draft</em> version displays a T-shaped keel, synonym of low center of gravity and reduced weight. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2017 - European Yacht of the Year: Luxury Cruiser</em>"".<br><br>The <strong>Oceanis Yachts 62</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-yachts-62-shoal-draft"" title=""Oceanis Yachts 62 Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1556&amp;boat%5B%5D=1556a"" title=""see all the versions compared"">see all the versions compared</a>).<br><br>Find out more about the <strong>Oceanis Yachts 62</strong> on Boat-Spec's blog: <a href=""https://www.boat-specs.com/blog/post/awards/1-european-yacht-of-the-year-2017"" title=""European Yacht of the Year 2017"">European Yacht of the Year 2017</a>.",Oceanis Yachts 62 Deep draft
https://www.boat-specs.com/sailing/sailboats/conyplex/contest-62cs-standard,Contest 62CS,Conyplex,2007,Monohull,Offshore cruising sailboat,Netherlands,N/A,EUR,"The <strong>Contest 62CS</strong> is a 62’11” cruising sailboat designed by <em>Georg Nissen Yacht Design</em> (Germany). She is built since 2007 by <em>Conyplex</em> (Netherlands).<br><br>The <strong>Contest 62CS</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/conyplex/contest-62cs-shoal-draft"" title=""Contest 62CS Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1808&amp;boat%5B%5D=1808a"" title=""see all the versions compared"">see all the versions compared</a>).",Contest 62CS Standard
https://www.boat-specs.com/sailing/sailboats/x-yachts/x6-5-standard,X65,X-Yachts,2016,Monohull,Offshore racer-cruiser sailboat,Denmark,2 060 000,EUR,"The <strong>X6<sup>5</sup></strong> is a 63’ racer-cruiser sailboat designed by <em>Niels Jeppesen</em> (Denmark). She is built since 2016 by <em>X-Yachts</em> (Denmark).<br><br>The <strong>X6<sup>5</sup></strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/x-yachts/x6-5-shoal-draft"" title=""X6<sup>5</sup> Shoal draft"">Shoal draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/x-yachts/x6-5-deep-draft"" title=""X6<sup>5</sup> Deep draft"">Deep draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1486&amp;boat%5B%5D=1486a&amp;boat%5B%5D=1486b"" title=""see all the versions compared"">see all the versions compared</a>).",X65 Standard
https://www.boat-specs.com/sailing/sailboats/rs-sailing/rs-zest,RS Zest,RS Sailing,2017,Monohull,Single handed dinghy,United Kingdom,3 000,EUR,"The <strong>RS Zest</strong> is a 11’10” single handed dinghy designed by <em>Jo Richards</em> (United Kingdom) and <em>RS Sailing</em> (United Kingdom). She is built since 2017 by <em>RS Sailing</em> (United Kingdom). She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2018 - SAIL magazine - Best Daysailer</em>"".",RS Zest
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-319-keel-and-centerboard,Sun Odyssey 319,Jeanneau,2017,Monohull,Cruising sailboat,France,76 000,EUR,"The <strong>Sun Odyssey 319</strong> is a 31’ cruising sailboat designed by <em>Jeanneau Design Office</em> (France). She is built since 2017 by <em>Jeanneau</em> (France). The <em>Keel and centerboard</em> version features a centerboard inside of a short fin-keel allowing shoal draft while maintaining upwind capabilities. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2019 - SAIL magazine - Best Cruising Monohull Under 40ft</em>"".<br><br>The <strong>Sun Odyssey 319</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-319-fin-keel"" title=""Sun Odyssey 319 Fin keel"">Fin keel</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1720&amp;boat%5B%5D=1720a"" title=""see all the versions compared"">see all the versions compared</a>).<br><br>Find out more about the <strong>Sun Odyssey 319</strong> on Boat-Spec's blog: <a href=""https://www.boat-specs.com/blog/post/sailboat-s-news/4-new-sailboats-2017-france-2"" title=""New sailboats 2017 - France 2/2"">New sailboats 2017 - France 2/2</a>.",Sun Odyssey 319 Keel and centerboard
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-440-deep-draft,Sun Odyssey 440,Jeanneau,2017,Monohull,Offshore cruising sailboat,France,199 000,EUR,"The <strong>Sun Odyssey 440</strong> is a 41’6” cruising sailboat designed by <em>Philippe Briand</em> (France) and <em>Jeanneau Design Office</em> (France). She is built since 2017 by <em>Jeanneau</em> (France). The <em>Deep draft</em> version offers a deeper L-shaped keel bringing extra performance especially upwind. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2018 - SAIL magazine - Best Monohull Cruising Boat 41 to 50ft</em>"", ""<em>2018 - Cruising World - Boat of the Year: Most Innovative</em>"" and ""<em>2018 - European Yacht of the Year: Family Cruiser</em>"".<br><br>The <strong>Sun Odyssey 440</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-440-shoal-draft"" title=""Sun Odyssey 440 Shoal draft"">Shoal draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-440-performance"" title=""Sun Odyssey 440 Performance"">Performance</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1711&amp;boat%5B%5D=1711a&amp;boat%5B%5D=1711b"" title=""see all the versions compared"">see all the versions compared</a>).<br><br>Find out more about the <strong>Sun Odyssey 440</strong> on Boat-Spec's blog: <a href=""https://www.boat-specs.com/blog/post/awards/5-european-yacht-of-the-year-2018"" title=""European Yacht of the Year 2018"">European Yacht of the Year 2018</a>.",Sun Odyssey 440 Deep draft
https://www.boat-specs.com/sailing/sailboats/cantiere-del-pardo/grand-soleil-46-b-c-standard,Grand Soleil 46 - B&C,Cantiere Del Pardo,2008,Monohull,Racer-cruiser sailboat,Italy,N/A,EUR,"The <strong>Grand Soleil 46 - B&amp;C</strong> is a 46’2” racer-cruiser sailboat designed by <em>Botin Carkeek</em> (Spain). She was built since 2008 (and now discontinued) by <em>Del Pardo, Cantiere</em> (Italy). She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2010 - European Yacht of the Year: Performance Cruiser</em>"".<br><br>The <strong>Grand Soleil 46 - B&amp;C</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/cantiere-del-pardo/grand-soleil-46-b-c-shoal-draft"" title=""Grand Soleil 46 - B&amp;C Shoal draft"">Shoal draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/cantiere-del-pardo/grand-soleil-46-b-c-medium-draft"" title=""Grand Soleil 46 - B&amp;C Medium draft"">Medium draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1173&amp;boat%5B%5D=1173a&amp;boat%5B%5D=1173b"" title=""see all the versions compared"">see all the versions compared</a>).",Grand Soleil 46 - B&C Standard
https://www.boat-specs.com/sailing/sailboats/cantiere-del-pardo/grand-soleil-50-j-v-shoal-draft,Grand Soleil 50 - J&V,Cantiere Del Pardo,2004,Monohull,Offshore cruiser-racer sailboat,Italy,N/A,EUR,"The <strong>Grand Soleil 50 - J&amp;V</strong> is a 48’11” cruiser-racer sailboat designed by <em>Judel/Vrolijk</em> (Germany). She was built between 2004 and 2014 by <em>Del Pardo, Cantiere</em> (Italy). The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas.<br><br>The <strong>Grand Soleil 50 - J&amp;V</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/cantiere-del-pardo/grand-soleil-50-j-v-standard"" title=""Grand Soleil 50 - J&amp;V Standard"">Standard</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/cantiere-del-pardo/grand-soleil-50-j-v-race"" title=""Grand Soleil 50 - J&amp;V Race"">Race</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1189&amp;boat%5B%5D=1189a&amp;boat%5B%5D=1189b"" title=""see all the versions compared"">see all the versions compared</a>).",Grand Soleil 50 - J&V Shoal draft
https://www.boat-specs.com/sailing/sailboats/nautor-s-swan/swan-54-standard,Swan 54,Nautor's Swan,2016,Monohull,Offshore fast cruising sailboat,Finland,1 100 000,EUR,"The <strong>Swan 54</strong> is a 54’1” fast cruising sailboat designed by <em>Frers Naval Architecture &amp; Engineering</em> (Argentina). She is built since 2016 by <em>Nautor's Swan</em> (Finland).<br><br>The <strong>Swan 54</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/nautor-s-swan/swan-54-keel-and-centerboard"" title=""Swan 54 Keel and centerboard"">Keel and centerboard</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1571&amp;boat%5B%5D=1571a"" title=""see all the versions compared"">see all the versions compared</a>).",Swan 54 Standard
https://www.boat-specs.com/sailing/sailboats/delphia-yachts/delphia-40-3-deep-draft,Delphia 40.3,Delphia Yachts,2009,Monohull,Cruising sailboat,Poland,135 000,EUR,"The <strong>Delphia 40.3</strong> is a 39’2” cruising sailboat designed by <em>Andrzej Skrzat</em> (Poland). She was built between 2009 and 2019 by <em>Delphia Yachts</em> (Poland). The <em>Deep draft</em> version offers a deeper L-shaped keel bringing extra performance especially upwind.<br><br>The <strong>Delphia 40.3</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/delphia-yachts/delphia-40-3-shoal-draft"" title=""Delphia 40.3 Shoal draft"">Shoal draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/delphia-yachts/delphia-40-3-keel-and-centerboard"" title=""Delphia 40.3 Keel and centerboard"">Keel and centerboard</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1004&amp;boat%5B%5D=1004a&amp;boat%5B%5D=1004b"" title=""see all the versions compared"">see all the versions compared</a>).",Delphia 40.3 Deep draft
