url,manufacturer,model,year_first,hull_material,location,beam_width,keel_type,engine_type,engine_manufacturer,engine_model,engine_fuel,engine_power,fuel_capacity,water_capacity,hull_shape,images-src,description,title
https://www.boats.com/power-boats/1975-custom-cabin-cruiser-20-sold-7229285/,Custom,Cabin Cruiser 20 (sold),1975,Fiberglass,"Sandwich, Kent, United Kingdom",6 ft,null,null,null,null,null,null,null,null,null,,"<p></p><p><strong>Specifications:</strong></p>
<p>&nbsp;</p>
<p>Year:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1970s&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>LOA:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 15'</p>
<p>Beam:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 6'&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>Draft:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1' 6""</p>
<p>Construction:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; GRP&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>Hull/Keel:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Planing</p>
<p>HIN:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; N/A</p>
<p><strong>&nbsp;</strong></p>
<p><strong>Description:</strong></p>
<p>""In 2018 she underwent a refit including GRP hull stripped out to bare shell. All wood replaced and fibreglassed into place using Lloyds approved products (inc. West Systems). New hardwood stringers (central and auxilliary) Transom (18mm marine ply), decking (marine ply) and remote control mount. Hull stripped/sanded and re-fished with Hempel products. Shell (inside and outside) - two pack all purpose Hempel white primer (2 coats). Outer shell under the waterline and interior floor/cabin floor - Hempel two pack 'Gel Protect' epoxy paint (2 coats). Superstructure - Hempel cream gloss and marine red.""</p>
<p><strong>&nbsp;</strong></p>
<p><strong>Engine(s) &amp; Electrical:</strong></p>
<p>Mariner Big Foot 15hp, 4-stroke. Last serviced: August 2018. Fuel capacity: 25 litres. Single battery charged from the engine.</p>
<p><strong>&nbsp;</strong></p>
<p><strong>Accommodation &amp; Below Deck:</strong></p>
<p>2 berths.</p>
<p><strong>&nbsp;</strong></p>
<p><strong>Deck &amp; Canvas:</strong></p>
<p>Tonneau cover, boarding ladder, fenders, acrylic windows with chrome trim (new in 2018), faux teak decking, seats and seat supports, auxillary outboard bracket.</p>
<p>&nbsp;</p>
<p><strong>Miscellaneous:</strong></p>
<p>Road trailer (new rollers, winch, bearings, mudguards).</p>
<p>Viewings are by appointment only. For an instant insurance quote call Euromarine Insurance Services on 01843 603345&nbsp;</p>
<p><strong><strong>Disclaimer:</strong> The particulars detailed herein are intended to give a fair description of the vessel, but their accuracy cannot be guaranteed. These particulars are supplied on the understanding that all negotiations shall be through Highway Marine Ltd who are acting as brokers for the vendor. The vendor is not selling in the course of a business unless otherwise stated. The prospective purchaser is strongly recommended to check the particulars, and where appropriate, at his own expense, to employ qualified independent agents to carry out a survey, and/or any mechanical and electrical checks.</strong></p><p></p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Disclaimer</h4>
<p>The Company offers the details of this vessel in good faith but cannot guarantee or warrant the accuracy of this information nor warrant the condition of the vessel. A buyer should instruct his agents, or his surveyors, to investigate such details as the buyer desires validated. This vessel is offered subject to prior sale, price change, or withdrawal without notice.</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Custom Cabin Cruiser 20 (sold)
https://www.boats.com/power-boats/2021-hurricane-fundeck-216f-ob-7866355/,Hurricane,FunDeck 216F OB,2021,Fiberglass,"Penhook, Virginia",8 ft 6 in,Other,Outboard,Yamaha F150,F150,Gas,150 hp,"1
x
48 gal",null,Other,,"<p></p><p>2021 Hurricane 216F with a Yamaha F150 Outboard engine with only 1 hour of running time. This boat was ordered in July of 2020 and delivered in November of 2020. It was driven to my covered boat slip lift and has not been in the water since. This boat is New, not even thru the break in period. It has seating for 10 with removable fishing seats up front. It has a Minn-Kota Trolling Motor and state of the art Hummingbird depth finder. It has been stored in a covered slip with lift to get it out of the water. It has also been covered with the custom fitted boat cover. This boat lists for $50;000 plus and is for sale for $46,500. I am moving out of state and am unable to take it with me. Dealers do not have Hurricanes in stock for sale and won't for some time so this is your chance to by a new Hurricane Fun Deck Boat. Call 540-874-5339 for information</p><p></p>",Hurricane FunDeck 216F OB
https://www.boats.com/power-boats/2022-grady-white-canyon-306-7912854/,Grady-White,Canyon 306,2022,Fiberglass,"Miami, Florida",null,null,null,null,null,null,null,null,null,null,,"<p>2022 Grady-White Freedom 335</p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Disclaimer</h4>
<p></p><p>The Company offers the details of this vessel in good faith but cannot guarantee or warrant the accuracy of this information nor warrant the condition of the vessel. A buyer should instruct his agents, or his surveyors, to investigate such details as the buyer desires validated. This vessel is offered subject to prior sale, price change, or withdrawal without notice.</p><p></p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Grady-White Canyon 306
https://www.boats.com/sailing-boats/2022-nautitech-40-open-8011264/,Nautitech,40 Open,2022,Other,"Toulon - St-Mandrier - PACA, Var, France",22 ft 12 in,Other,null,null,Volvo Penta,Diesel,null,null,null,Other,,"<p>2022 NAUTITECH 40 OPEN, Dï¿œcouvrez le catamaran NAUTITECH 40 OPEN. EVASION YACHTING se tient ï¿œ votre disposition pour rï¿œpondre ï¿œ vos questions et vous conseiller. Nous proposons de nombreux services : places de port, gestion-location, location, financement, etc. Notre ï¿œquipe se tient ï¿œ votre disposition pour vous rï¿œpondre ï¿œ vos questions. Si vous souhaitez en savoir plus, n'hï¿œsitez pas ï¿œ regarder le descriptif complet sur notre site internet : http://www.evasion-yachting.com/details-nautitech+40+open-776.html Photos non contractuelles. Tarifs ï¿œ partir de, hors transport, hors options et prï¿œparation. Possible modification des tarifs sans prï¿œavis.</p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Additional Equipment</h4>
<p></p><ul>
<li>propulsion motorisï¿œe sail-drive</li>
<li>nombre de moteurs : 1</li>
<li>nombre de couchettes : 6 personne(s</li>
<li>ï¿œtat de l'item nautisme : neuf</li>
<li>coque en polyester</li>
</ul><p></p>
<h4>Total Power</h4>
<p>30.0 hp</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Nautitech 40 Open
https://www.boats.com/power-boats/2022-starcraft-sls-3-8006366/,Starcraft,SLS 3,2022,Aluminum,"Jacksons Gap, Alabama",8 ft 6 in,Other,Outboard,Mercury,150XL 4S,Gas,null,null,null,Other,,"<p>Drop the throttle and leave the work day behind in an SLS that comes standard with HMX PR25 Performance Package. The SLS boasts an aggressive new fence and rail design, upgraded furniture with built-in cupholders and dual console floorplans inspired by our top-of-the-line SX series. Standard features include an all-new helm design, JL stereo with Bluetooth streaming, a full 10’ bimini top and Starcraft’s full heavy hat understructure for incredible handling and unsurpassed durability.</p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Description</h4>
<p>Drop the throttle and leave the work day behind in an SLS that comes standard with HMX PR25 Performance Package. The SLS boasts an aggressive new fence and rail design, upgraded furniture with built-in cupholders and dual console floorplans inspired by our top-of-the-line SX series. Standard features include an all-new helm design, JL stereo with Bluetooth streaming, a full 10’ bimini top and Starcraft’s full heavy hat understructure for incredible handling and unsurpassed durability.</p>
<h4>Installed Options</h4>
<p></p><ul>
<li>Engine : 150XL 4S</li>
</ul><p></p>
<h4>Total Power</h4>
<p>150.0 hp</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Starcraft SLS 3
https://www.boats.com/power-boats/2022-bayliner-2050dx-7997799/,Bayliner,2050DX,2022,Fiberglass,"Pewaukee, Wisconsin",null,Other,null,null,MERCRUISER/MERCURY ECT-4.5L/MPIA1,Other,null,null,null,Other,,"<p>Sale Price: $46,769
<br>All Sale and/or Clearance Prices include all rebates and incentives.
<br></p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Description</h4>
<p>Sale Price: $46,769
<br>All Sale and/or Clearance Prices include all rebates and incentives.
<br></p>
<h4>Installed Options</h4>
<p></p><ul>
<li>Engine : MERCRUISER/MERCURY ECT-4.5L/MPIA1</li>
<li>General : Automatic Bilge Pump</li>
<li>General : Bimini Top w/Boot</li>
<li>General : Black Hull Sides w/White Bottom</li>
<li>General : Bow Table</li>
<li>General : Chestnut Interior Exchange</li>
<li>General : Cockpit Table</li>
<li>General : Digital Depth Indicator</li>
<li>General : ECT-4.5L MPI/A1 200hp</li>
<li>General : L-Shaped Cockpit Layout</li>
<li>General : Painted Single Axle Trailer w/Brakes</li>
<li>General : Rockford Fosgate Stereo</li>
<li>General : Seagrass - Snap-In Floor Covering Teak</li>
<li>General : Snap-On Cover</li>
<li>General : Stainless Steel Upgrade Package</li>
<li>General : Swim Platform Ext/Match Hull Acc/TeakMat</li>
<li>General : Swim Platform Mat - Teak</li>
<li>STOCK# : BL21582</li>
</ul><p></p>
<h4>Standard Features</h4>
<p></p><ul></ul><p></p>
<h4>Total Power</h4>
<p>200.0 hp</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Bayliner 2050DX
https://www.boats.com/power-boats/2022-bennington-sv-series-24-svsr-radial-cruise-8002076/,Bennington,SV Series 24 SVSR - Radial Cruise,2022,Aluminum,"Red Wing, Minnesota",9 ft,Other,null,null,150L,Other,null,null,null,Other,,"<p>,
</p><p>Item Description Item # Qty 22SVSRSD - P/N: 193373 MERCPKG 1 150 HP 4 STROKE 20 IN 150L 1 Mercury Mechanical Analog Pre-Rig 902150 1 Interior Accent - Monaco Blue Diamante 902309 1 Base Furniture with Simtex Upholstery (S) 902340 1 Zebrawood Slate Matte 902440 1 Panel - Monaco Blue 902476 1 Canvas - Monaco Blue 902828 1 No Accent - Textured 902917 1 Silver Simtex 902999 1 Woven Vinyl Sliver 903374 1 Express Performance Package (22/23SV) 904627 1 Portable Cupholder SV (2) 999001 2 Striker 4 Fish Graph (SV) 999009 1 SV Series Logos 999012 1 Steering - Sea Star with Tilt Steering (SV) 999030 1&nbsp;</p>
<p><br></p>
<p><span>NATIONALLY ADVERTISED PRICE, PLUS FACTORY FREIGHT AND $100 PER HP</span></p><p></p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Total Power</h4>
<p>150.0 hp</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Bennington SV Series 24 SVSR - Radial Cruise
https://www.boats.com/power-boats/2015-sea-fox-226-commander-7895688/,Sea Fox,226 Commander,2015,Fiberglass,"Danvers, Massachusetts",8 ft 6 in,Other,Outboard,Yamaha,F200XB,Gas,200 hp,"1
x
101 gal",null,Other,,"<p></p><p>2015 Sea Fox 226 Commander.&nbsp; All White, Yamaha 200HP motor.&nbsp; One owner, low hours (370hrs).&nbsp;&nbsp;</p>
<p>Perfect family and fishing boat with plenty of space while still able to trailer if needed. (Trailer not included)</p>
<p>Purchased and serviced all at the same location with all records on file.&nbsp;&nbsp;</p>
<p>Contact for additional information or more pictures.&nbsp; Still plenty of boating season left!</p>
<p>&nbsp;</p><p></p>",Sea Fox 226 Commander
https://www.boats.com/power-boats/2021-robalo-222-cc-7995252/,Robalo,222 CC,2021,Fiberglass,"Mary Esther, Florida",8 ft 1 in,Other,null,null,null,null,null,null,null,Other,,"<p>It had to happen. Parlaying the game-changing success of the R180 and the R200, Robalo takes its center console offerings up a notch for 2020 with the introduction of the new R222. The R222 is sold at a nationally advertised price. The keyword here is more. More centerline length. More storage space. More ride comfort. More seaworthiness. More fishing features. The only place where the new R222 proudly comes up short is its Reel Deal price tag. Key fishing features include twin 30-gallon fish boxes that can either keep your catch fresh or serve as storage areas. A 15-gallon livewell with LED lighting and a blue gelcoat finish is conveniently positioned under the standard leaning post.</p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Description</h4>
<p>It had to happen. Parlaying the game-changing success of the R180 and the R200, Robalo takes its center console offerings up a notch for 2020 with the introduction of the new R222. The R222 is sold at a nationally advertised price. The keyword here is more. More centerline length. More storage space. More ride comfort. More seaworthiness. More fishing features. The only place where the new R222 proudly comes up short is its Reel Deal price tag. Key fishing features include twin 30-gallon fish boxes that can either keep your catch fresh or serve as storage areas. A 15-gallon livewell with LED lighting and a blue gelcoat finish is conveniently positioned under the standard leaning post.</p>
<h4>Total Power</h4>
<p>250.0 hp</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Robalo 222 CC
https://www.boats.com/power-boats/2009-zodiac-fc-580-7703219/,Zodiac,FC 580,2009,Hypalon,"West Palm Beach, Florida",null,Other,Outboard,Evinrude,300628898,Gas,90 hp,null,null,Other,,"<p></p><p>The Zodiac FC 580 Inflatable, with 48.5 sq. ft. of deck space, capable of carrying in excess of 5500 lbs. of cargo in displacement mode &amp; plane some 3000 lbs. Once folded it weighs 600 lbs. for a volume of 40 cu.ft. It, therefore, is the most viable platform with proven stability, safety, quick shot out of the hole, excellent directional stability at speed or idle &amp; capable of both shallow/riverine &amp; OTH operations, thanks to its combat-proven Zodiac FuturaTM hull design. 2009 Evinrude 90 original engine with 89 Hrs.Excellent for backcountry, Diving, Fishing.</p><p></p>",Zodiac FC 580
https://www.boats.com/power-boats/2022-carolina-skiff-19ls-8003964/,Carolina Skiff,19LS,2022,Fiberglass,"Fort Walton Beach, Florida",null,Other,null,null,Single Outboard,Other,null,null,null,Other,,"<p>2022 Carolina Skiff 19LS,
<br>2022 Carolina Skiff 19 LSOptionsSuzuki DF115ATXSea Foam StripeMaxi Air Recirculation SystemRaw Water WashdownAM/FM Bluetooth Radio w/USB, Ipod, AUX PlugsS/S Self Leveling TabsSmall Stripe ColorBimini Top</p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Additional Equipment</h4>
<p>2022 Carolina Skiff 19 LSOptionsSuzuki DF115ATXSea Foam StripeMaxi Air Recirculation SystemRaw Water WashdownAM/FM Bluetooth Radio w/USB, Ipod, AUX PlugsS/S Self Leveling TabsSmall Stripe ColorBimini Top</p>
<h4>Total Power</h4>
<p>140.0 hp</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Carolina Skiff 19LS
https://www.boats.com/power-boats/2022-quicksilver-activ-555-open-8003596/,Quicksilver,Activ 555 Open,2022,Other,"HYERES, Var, France",6 ft 7 in,Other,null,null,Mercury,Gas,null,null,null,Other,,"<p>2022 QUICKSILVER ACTIV 555 OPEN, EQUIPEMENTS DE SERIE : Davier ï¿œ rouleau - ï¿œchelle de bain - Feux de navigation - Baille ï¿œ mouillage - Cockpit autovideur - Porte-cannes ï¿œ pï¿œche - Plateformes de bain - Compteur/Compte-tours analogique - Jauge de carburant - Indicateur d'assiette - Prise ï¿œlectrique 12 v - Banquette arriï¿œre - Siï¿œge baquet pilote pivotant et transformable en bolster - Siï¿œge de copilote - Sellerie de cockpit - Rangements sous banquette arriï¿œre - Prï¿œ-ï¿œquipement HB - Montage simple batterie - Pompe de fond de cale ï¿œlectrique et manuelle - Direction hydraulique - Extincteur EQUIPEMENTS OPTIONNELS : Edition SMART (Bimini, Stï¿œrï¿œo Fusion, Mï¿œt de ski, Bain de soleil avant) SmartCraft Mï¿œt de ski Extensions des plateformes de bain Chaise moteur tribord Couleur de coque (gris foncï¿œ) Kit bain de soleil avant (Support central rabattable, Coussins dossier console et assise, Coussin banquette avant et support central, Table polyester) Extensions latï¿œrales bain de soleil (Support et coussins bï¿œbord et tribord) Module d'interface VesselView Link Stï¿œrï¿œo Fusion Kit DAB avec antenne GPS/Traceur de cartes SIMRAD EVO 3 7'' avec sonde HDI Leaning post avec glaciï¿œre 12v Taud pour console et leaning post Housses de console et siï¿œges Active Trim Bimini Taud de transport Kit d'amarrage MOTORISATIONS POSSIBLES : Mercury F 80 Mercury F 100 Mercury F 100 CT Mercury F 115 Mercury F 115 CT Tarif de base avec moteur Mercury F 80, transport inclus, hors frais de montage et prï¿œparation. Pour un devis personnalisï¿œ, n'hï¿œsitez pas ï¿œ nous contacter. Profitez du pack tranquillitï¿œ de Portland: bateau + financement + assurance + place de port ï¿œ sec garantie pour tout achat de bateau neuf. Entretien, services marine, station carburant et magasin d'accastillage Bigship sur place.</p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Additional Equipment</h4>
<p></p><ul>
<li>nombre de moteurs : 1</li>
<li>ï¿œtat de l'item nautisme : neuf</li>
<li>pont en polyester</li>
<li>coque en polyester</li>
</ul><p></p>
<h4>Total Power</h4>
<p>80.0 hp</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Quicksilver Activ 555 Open
https://www.boats.com/power-boats/1969-custom-fly-bridge-7863830/,Custom,Fly Bridge,1969,Composite,"Montauk, New York",13 ft 6 in,Other,Inboard,Cummins,QSM11,Diesel,610 hp,"1
x
237 gal",null,Other,,"<p></p><p>Virtual turn key commercial/charter well known for its practicality and comfort.&nbsp; Custom built in Greenport, NY.&nbsp; Would be great for personal use, too.&nbsp; Reduced to $34,600.</p>
<p>Engine: QSM11, 610hp w/ SmartCraft VesselView, Upper and lower hynautic controls.&nbsp; Trans: TD5114 w/hynautic troll valve.&nbsp; &nbsp; Both have 4255 hrs.</p>
<p>Bottom: Multi layered 10.5 polyester cloth with West epoxy over marine ply with West over 5/4 mahogany.&nbsp; Entire hull refastened and most frames sistered.</p>
<p>Above waterline: Transom - epoxy and cloth, Sides - seams glued with West and tapered mahogany battens.</p>
<p>Bridge: Modernized with Fiberglass and Divinycell 3/4 enclosure.&nbsp; West and cloth deck, gunnels, cabin and foredeck.</p>
<p>VIDEO and more info:&nbsp; www.BLUEFINIV.com/blue-fin-iv/&nbsp; &nbsp;</p>
<p>&nbsp;</p><p></p>",Custom Fly Bridge
https://www.boats.com/power-boats/2022-greenline-48-fly-8011285/,Greenline,48 Fly,2022,Other,"Toulon - St-Mandrier - PACA, Var, France",16 ft 5 in,Other,null,null,Yanmar,Diesel,null,null,null,Other,,"<p>2022 GREENLINE 48 FLY, EVASION YACHTING, importateur de la marque GREENLINE YACHTS en France, vous propose de dï¿œcouvrir le GREENLINE 48 fly. Les GREENLINE YACHTS sont des bateaux innovants. Ils rï¿œpondent aux attentes des plaisanciers qui souhaitent des bateaux marins, ï¿œconomiques et qui apportent de rï¿œelles solutions en terme de confort et d'autonomie. Notre ï¿œquipe se tient ï¿œ votre disposition pour vous rï¿œpondre ï¿œ vos questions. Si vous souhaitez en savoir plus, n'hï¿œsitez pas ï¿œ regarder le descriptif complet sur notre site internet : http://www.greenline-hybrid.fr/lexperience-greenline/greenline-48-fly/ Photos non contractuelles. Tarifs ï¿œ partir de, hors transport, hors options et prï¿œparation. Possible modification des tarifs sans prï¿œavis.</p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Additional Equipment</h4>
<p></p><ul>
<li>propulsion motorisï¿œe ligne d'arbre</li>
<li>nombre de moteurs : 2</li>
<li>nombre de cabines : 3</li>
<li>nombre de couchettes : 6 personne(s</li>
<li>ï¿œtat de l'item nautisme : neuf</li>
<li>coque en polyester</li>
</ul><p></p>
<h4>Total Power</h4>
<p>320.0 hp</p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Greenline 48 Fly
https://www.boats.com/power-boats/2017-blackjack-256-7899176/,BlackJack,256,2017,Fiberglass,"Naples, Florida",8 ft 6 in,Other,Outboard,Evinrude,G2,Gas,300 hp,"1
x
80 gal",null,Other,,"<p></p><p>The BlackJack 256 is the flagship of the BlackJack line. With its size, you can take the 256 into bigger, rougher water, and still get the exceptionally smooth and dry ride the BlackJack brand has come to be known for. The 256 comes loaded with lots of standard features, such as LED lights, custom upholstery, and gas shocks on all the hatch lids. The console has a large door in the front, and is big enough to house a porta-potty and batteries. The hull itself is a work of art, with a subtly more aggressive styling, while still maintaining that beautifully unique BlackJack look.</p>
<p>Loaded and Ready to Fish!</p>
<ul>
<li>3-1/2 years left on G2 Full Engine Warranty</li>
<li>Fiberglass Hardtop</li>
<li>Powder Coat upgrade</li>
<li>Elite BlackJAck Leaning Post, w/ stepdown and backrest</li>
<li>2 ea 10' Blade Power Poles w/ bracket plates</li>
<li>Atlas Jack Plate</li>
<li>Lenco Trim Tabs</li>
<li>2 ea Garmin GPSMap 7610sxv's, flush mounted</li>
<li>Garmin GT50M-TM Transducer (sidescan/downscan)</li>
<li>Minn Kota Riptide Ulterra 112 w'/ iPilot link &amp; Bluetooth</li>
<li>Upgraded trolling motor batteries (3ea) on 10/19</li>
<li>Minn Kota MK330D Battery Charger</li>
<li>Std Horizon GX 1700 Transceiver w/ antenna</li>
<li>Salt water wash down system</li>
<li>K2 75qt and 50qt coolers</li>
<li>Boarding Ladder, powdercoated</li>
<li>new Lewmar Anchor, chain, &amp; 300' line</li>
<li>Comes with Custom Magic Tilt Aluminum Trailer w/ Tandom axles</li>
<li>Beautiful Seafoam hull color</li>
<li>Indoor Stored on Marina Boat Rack</li>
<li>1 owner</li>
</ul><p></p>",BlackJack 256
https://www.boats.com/power-boats/1990-wellcraft-coastal-330-7889490/,Wellcraft,Coastal 330,1990,Fiberglass,"Fort Worth, Texas",12 ft,Other,Inboard,Caterpillar,3126,Diesel,340 hp,"1
x
300 gal","1
x
40 gal",Other,,"<p></p><p>This is a project boat with most of the upgrades accomplished. Engines are remanufactured by Caterpillar of Dallas with only 4.0 hours of Dyno time only. I have all the the receipts and Dyno charts of the rebuild. Plus on extra 3126 CAT complete engine for parts. Shafts have dripless couplers and all underwater metal has been coated with prop speed. Also most of the paint to paint the upper section of the hull you wanted to.</p><p></p>
<div class=""show-more"">
<div class=""show-more__content"">
<h4>Accommodations</h4>
<p></p><p>Sleeps four. Head and shower. &nbsp;</p><p></p>
<h4>Galley Equipment</h4>
<p></p><p>Two burner cook stove, refrigerator, coffeemaker</p><p></p>
<h4>Additional Equipment</h4>
<p></p><p>21000 GVW triple axle trailer, and the temporary storage building. Outriggers (Lee)</p><p></p>
<h4>Mechanical Equipment</h4>
<p></p><p>Engines are remanufactured by CAT of Dallas with 4 hours of dyno time only. New fuel tanks and filters. New A/C unit in the cabin. &nbsp;Bilge has new stringers installed and new gel coat. New bilge blowers and auto bilge pumps. Hull has been repainted from gunwell trim down. &nbsp;Bottom has five coats of barrier paint and seven coats of anti-fowling.</p><p></p>
<h4>Navigation Systems</h4>
<p></p><p>2 radar units, several depthfinders, two VHF, 2 auto pilot, new Raymarine Display. &nbsp;This boat is a project boat to be completed. &nbsp;I don't have the time to complete the project. &nbsp;Loads of new parts.</p><p></p>
</div>
<a data-more=""More…"" data-less=""Show Less…"" class=""show-more__toggle"" href=""javascript:void(0);"">Show More…</a>
</div>",Wellcraft Coastal 330
https://www.boats.com/power-boats/2020-bayliner-element-e16-7945709/,Bayliner,Element E16,2020,Fiberglass,"New Rochelle, New York",7 ft 5 in,Other,Other,Mercury,ELPT 4-Stroke,Gas,60 hp,"1
x
12 gal",null,Other,,"<p></p><p>Includes Trailer, Bimini Top, Hull Cover, MP3 player, Spitfire 4 blade prop and Smart Tab Trim System. Less than 100 hours Mercury 60HP. Great Family Boat. Ready to go!</p>
<p>INFO: Bayliner Element E16 to be the start of something new. It combines a stunningly affordable price, familiar automotive-style handling, and class-leading stability and safety features. Plus, it has the power and comfort features to get you to the fun spots and enjoy every minute.</p>
<p><strong>KEY FEATURES</strong></p>
<ul>
<li>Comfortable layout with opposed seating for up to six facilitates conversation among passengers. Deep freeboard and high gunnels keep passengers secure.</li>
</ul>
<ul>
<li>Innovative M-hull™ design puts Element E16 on plane right out of the hole and maintains level flotation at rest and through turns.</li>
</ul><p></p>",Bayliner Element E16
